settlement_id,payment_id,order_ref,line_type,gross,fee,tax,net,instrument,settled_on,utr
STL0000575,pay000000023f,ORD0000575,payment,5741.19,114.82,20.67,5605.70,netbanking,2026-01-06,UTR202601060001
STL0000576,pay0000000240,ORD0000576,payment,4544.31,90.89,16.36,4437.06,card_debit,2026-01-23,UTR202601230001
STL0000577,pay0000000241,ORD0000577,payment,7315.63,146.31,26.34,7142.98,card_credit,2026-01-20,UTR202601200001
STL0000579,pay0000000243,ORD0000579,payment,8644.18,172.88,31.12,8440.18,upi,2026-01-23,UTR202601230001
STL0000580,pay0000000244,ORD0000580,payment,6696.91,133.94,24.11,6538.86,card_credit,2026-01-11,UTR202601110001
STL0000581,pay0000000245,ORD0000581,payment,4943.21,98.86,17.79,4826.56,wallet,2026-01-19,UTR202601190001
STL0000582,pay0000000246,ORD0000582,payment,3895.43,77.91,14.02,3803.50,upi,2026-01-15,UTR202601150001
STL0000583,pay0000000247,ORD0000583,payment,4881.48,97.63,17.57,4766.28,wallet,2026-01-11,UTR202601110001
STL0000583X,,,chargeback,-442.43,0.00,0.00,-442.43,wallet,2026-01-11,UTR202601110001
STL0000584,pay0000000248,ORD0000584,payment,1019.00,20.38,3.67,994.95,netbanking,2026-01-06,UTR202601060001
STL0000585,pay0000000249,ORD0000585,payment,6188.72,123.77,22.28,6042.67,wallet,2026-01-10,UTR202601100001
STL0000586,pay000000024a,ORD0000586,payment,5620.27,112.41,20.23,5487.63,netbanking,2026-01-23,UTR202601230001
STL0000587,pay000000024b,ORD0000587,payment,4144.82,82.90,14.92,4047.00,wallet,2026-01-26,UTR202601260001
STL0000588,pay000000024c,ORD0000588,payment,7109.46,142.19,25.59,6941.68,card_debit,2026-01-22,UTR202601220001
STL0000589,pay000000024d,ORD0000589,payment,1757.84,35.16,6.33,1716.35,netbanking,2026-01-08,UTR202601080001
STL0000589X,,,refund,-137.32,0.00,0.00,-137.32,netbanking,2026-01-08,UTR202601080001
STL0000590,pay000000024e,ORD0000590,payment,8630.20,172.60,31.07,8426.53,card_credit,2026-01-24,UTR202601240001
STL0000591,pay000000024f,ORD0000591,payment,7629.22,152.58,27.46,7449.18,wallet,2026-01-28,UTR202601280001
STL0000592,pay0000000250,ORD0000592,payment,3424.68,68.49,12.33,3343.86,wallet,2026-01-10,UTR202601100001
STL0000593,pay0000000251,ORD0000593,payment,8201.56,164.03,29.53,8008.00,card_debit,2026-01-15,UTR202601150001
STL0000594,pay0000000252,ORD0000594,payment,6114.81,122.30,22.01,5970.50,wallet,2026-01-26,UTR202601260001
STL0000595,pay0000000253,ORD0000595,payment,8244.14,164.88,29.68,8049.58,card_credit,2026-01-12,UTR202601120001
STL0000596,pay0000000254,ORD0000596,payment,5096.72,101.93,18.35,4976.44,card_credit,2026-01-20,UTR202601200001
STL0000597,pay0000000255,ORD0000597,payment,6487.76,129.76,23.36,6334.64,card_credit,2026-01-22,UTR202601220001
STL0000598,pay0000000256,ORD0000598,payment,521.85,10.44,1.88,509.53,card_credit,2026-01-26,UTR202601260001
STL0000598X,,,chargeback,-203.61,0.00,0.00,-203.61,card_credit,2026-01-26,UTR202601260001
STL0000599,pay0000000257,ORD0000599,payment,3265.53,65.31,11.76,3188.46,upi,2026-01-12,UTR202601120001
STL0000600,pay0000000258,ORD0000600,payment,2395.30,47.91,8.62,2338.77,card_credit,2026-01-07,UTR202601070001
STL0000601,pay0000000259,ORD0000601,payment,4375.17,87.50,15.75,4271.92,card_debit,2026-01-22,UTR202601220001
STL0000602,pay000000025a,ORD0000602,payment,4274.49,85.49,15.39,4173.61,card_credit,2026-01-27,UTR202601270001
STL0000603,pay000000025b,ORD0000603,payment,5407.99,108.16,19.47,5280.36,wallet,2026-01-28,UTR202601280001
STL0000604,pay000000025c,ORD0000604,payment,8189.30,163.79,29.48,7996.03,card_debit,2026-01-18,UTR202601180001
STL0000605,pay000000025d,ORD0000605,payment,2621.09,52.42,9.44,2559.23,card_debit,2026-01-04,UTR202601040001
STL0000606,pay000000025e,ORD0000606,payment,8640.08,172.80,31.10,8436.18,upi,2026-01-18,UTR202601180001
STL0000607,pay000000025f,ORD0000607,payment,2541.90,50.84,9.15,2481.91,card_debit,2026-01-14,UTR202601140001
STL0000608,pay0000000260,ORD0000608,payment,4981.35,99.63,17.93,4863.79,card_credit,2026-01-20,UTR202601200001
STL0000609,pay0000000261,ORD0000609,payment,7228.12,144.56,26.02,7057.54,upi,2026-01-05,UTR202601050001
STL0000610,pay0000000262,ORD0000610,payment,6005.56,120.11,21.62,5863.83,card_debit,2026-01-26,UTR202601260001
STL0000611,pay0000000263,ORD0000611,payment,2826.54,56.53,10.18,2759.83,upi,2026-01-22,UTR202601220001
STL0000612,pay0000000264,ORD0000612,payment,1392.41,27.85,5.01,1359.55,card_debit,2026-01-22,UTR202601220001
STL0000613,pay0000000265,ORD0000613,payment,8446.93,168.94,30.41,8247.58,card_credit,2026-01-12,UTR202601120001
STL0000614,pay0000000266,ORD0000614,payment,2293.08,45.86,8.25,2238.97,wallet,2026-01-18,UTR202601180001
STL0000615,pay0000000267,ORD0000615,payment,1077.82,21.56,3.88,1052.38,wallet,2026-01-03,UTR202601030001
STL0000616,,,payment,6391.35,127.83,23.01,6240.51,netbanking,2026-01-11,UTR202601110001
STL0000617,pay0000000269,ORD0000617,payment,6722.12,134.44,24.20,6563.48,card_credit,2026-01-14,UTR202601140001
STL0000618,pay000000026a,ORD0000618,payment,5429.21,108.58,19.54,5301.09,wallet,2026-01-26,UTR202601260001
STL0000619,pay000000026b,ORD0000619,payment,3356.09,67.12,12.08,3276.89,netbanking,2026-01-23,UTR202601230001
STL0000620,pay000000026c,ORD0000620,payment,2725.28,54.51,9.81,2660.96,upi,2026-01-17,UTR202601170001
STL0000621,pay000000026d,ORD0000621,payment,6003.29,120.07,21.61,5861.61,card_debit,2026-01-30,UTR202601300001
STL0000622,pay000000026e,ORD0000622,payment,6698.20,133.96,24.11,6540.13,card_credit,2026-01-29,UTR202601290001
STL0000623,pay000000026f,ORD0000623,payment,8869.86,177.40,31.93,8660.53,netbanking,2026-01-07,UTR202601070001
STL0000624,pay0000000270,ORD0000624,payment,2717.16,54.34,9.78,2653.04,upi,2026-01-26,UTR202601260001
STL0000625,pay0000000271,ORD0000625,payment,2346.76,46.94,8.45,2291.37,card_credit,2026-01-26,UTR202601260001
STL0000626,pay0000000272,ORD0000626,payment,3088.34,61.77,11.12,3015.45,wallet,2026-01-16,UTR202601160001
STL0000627,pay0000000273,ORD0000627,payment,6513.03,130.26,23.45,6359.32,wallet,2026-01-04,UTR202601040001
STL0000627X,,,refund,-352.23,0.00,0.00,-352.23,wallet,2026-01-04,UTR202601040001
STL0000628,pay0000000274,ORD0000628,payment,3133.48,62.67,11.28,3059.53,card_debit,2026-01-15,UTR202601150001
STL0000629,pay0000000275,ORD0000629,payment,3598.15,71.96,12.95,3513.24,card_debit,2026-01-16,UTR202601160001
STL0000630,pay0000000276,ORD0000630,payment,5102.84,102.06,18.37,4982.41,upi,2026-01-14,UTR202601140001
STL0000631,pay0000000277,ORD0000631,payment,5138.58,102.77,18.50,5017.31,netbanking,2026-01-29,UTR202601290001
STL0000632,pay0000000278,ORD0000632,payment,4234.88,84.70,15.25,4134.93,upi,2026-01-15,UTR202601150001
STL0000633,pay0000000279,ORD0000633,payment,7666.51,153.33,27.60,7485.58,wallet,2026-01-14,UTR202601140001
STL0000634,pay000000027a,ORD0000634,payment,7101.21,142.02,25.56,6933.63,card_credit,2026-01-04,UTR202601040001
STL0000635,pay000000027b,ORD0000635,payment,1081.97,21.64,3.90,1056.43,card_debit,2026-01-15,
STL0000636,pay000000027c,ORD0000636,payment,9950.35,199.01,35.82,9715.52,wallet,2026-01-13,UTR202601130001
STL0000637,pay000000027d,ORD0000637,payment,4552.30,91.05,16.39,4444.86,card_credit,2026-01-24,UTR202601240001
STL0000638,pay000000027e,ORD0000638,payment,1733.92,34.68,6.24,1693.00,card_debit,2026-01-27,UTR202601270001
STL0000639,pay000000027f,ORD0000639,payment,1380.79,27.62,4.97,1348.20,card_debit,2026-01-10,UTR202601100001
STL0000640,pay0000000280,ORD0000640,payment,7461.52,149.23,26.86,7285.43,card_credit,2026-01-24,UTR202601240001
STL0000642,pay0000000282,ORD0000642,payment,4663.97,93.28,16.79,4553.90,netbanking,2026-01-15,UTR202601150001
STL0000643,pay0000000283,ORD0000643,payment,2159.77,43.20,7.78,2108.79,upi,2026-01-25,UTR202601250001
STL0000644,pay0000000284,ORD0000644,payment,2835.91,56.72,10.21,2768.98,wallet,2026-01-21,UTR202601210001
STL0000645,pay0000000285,ORD0000645,payment,1239.53,24.79,4.46,1210.28,netbanking,2026-01-11,UTR202601110001
STL0000646,pay0000000286,ORD0000646,payment,2099.52,41.99,7.56,2049.97,card_debit,2026-01-28,UTR202601280001
STL0000647,pay0000000287,ORD0000647,payment,4301.60,86.03,15.49,4200.08,netbanking,2026-01-13,UTR202601130001
STL0000648,pay0000000288,ORD0000648,payment,7221.34,144.43,26.00,7050.91,upi,2026-01-17,UTR202601170001
STL0000649,pay0000000289,ORD0000649,payment,9514.32,190.29,34.25,9289.78,wallet,2026-01-05,UTR202601050001
STL0000649X,,,refund,-172.70,0.00,0.00,-172.70,wallet,2026-01-05,UTR202601050001
STL0000650,pay000000028a,ORD0000650,payment,6761.36,135.23,24.34,6601.79,netbanking,2026-01-10,UTR202601100001
STL0000650X,,,chargeback,-30.85,0.00,0.00,-30.85,netbanking,2026-01-10,UTR202601100001
STL0000651,pay000000028b,ORD0000651,payment,8941.47,178.83,32.19,8730.45,card_credit,2026-01-13,UTR202601130001
STL0000652,pay000000028c,ORD0000652,payment,1220.31,24.41,4.39,1191.51,card_debit,2026-01-05,UTR202601050001
STL0000653,pay000000028d,ORD0000653,payment,9384.80,187.70,33.79,9163.31,upi,2026-01-18,UTR202601180001
STL0000654,pay000000028e,ORD0000654,payment,3598.70,71.97,12.95,3513.78,netbanking,2026-01-08,UTR202601080001
STL0000655,pay000000028f,ORD0000655,payment,4049.52,80.99,14.58,3953.95,card_debit,2026-01-25,UTR202601250001
STL0000655X,,,refund,-43.43,0.00,0.00,-43.43,card_debit,2026-01-25,UTR202601250001
STL0000656,pay0000000290,ORD0000656,payment,9887.48,197.75,35.60,9654.13,netbanking,2026-01-09,UTR202601090001
STL0000657,pay0000000291,ORD0000657,payment,7118.46,142.37,25.63,6950.46,card_credit,2026-01-17,UTR202601170001
STL0000658,pay0000000292,ORD0000658,payment,9049.76,181.00,32.58,8836.18,upi,2026-01-24,UTR202601240001
STL0000659,pay0000000293,ORD0000659,payment,4625.94,92.52,16.65,4516.77,card_credit,2026-01-05,UTR202601050001
STL0000659X,,,adjustment,348.94,0.00,0.00,348.94,card_credit,2026-01-05,UTR202601050001
STL0000660,pay0000000294,ORD0000660,payment,8053.12,161.06,28.99,7863.07,wallet,2026-01-26,UTR202601260001
STL0000661,pay0000000295,ORD0000661,payment,7351.11,147.02,26.46,7177.63,card_debit,2026-01-23,UTR202601230001
STL0000662,pay0000000296,ORD0000662,payment,6964.51,139.29,25.07,6800.15,wallet,2026-02-01,
STL0000663,pay0000000297,ORD0000663,payment,5306.26,106.13,19.10,5181.03,upi,2026-01-17,UTR202601170001
STL0000664,pay0000000298,ORD0000664,payment,3367.08,67.34,12.12,3287.62,wallet,2026-01-09,UTR202601090001
STL0000665,pay0000000299,ORD0000665,payment,6750.67,135.01,24.30,6591.36,upi,2026-01-14,UTR202601140001
STL0000666,pay000000029a,ORD0000666,payment,8406.83,168.14,30.27,8208.42,netbanking,2026-01-21,UTR202601210001
STL0000667A,pay000000029b,ORD0000667,payment,3132.20,62.64,11.28,3058.28,netbanking,2026-01-26,UTR202601260001
STL0000667B,pay000000029b,ORD0000667,payment,2088.13,41.76,7.52,2038.85,netbanking,2026-01-26,UTR202601260001
STL0000668,pay000000029c,ORD0000668,payment,8665.28,173.31,31.20,8460.77,wallet,2026-01-06,UTR202601060001
STL0000669,pay000000029d,ORD0000669,payment,7045.91,140.92,25.37,6879.62,card_debit,2026-01-16,UTR202601160001
STL0000670,pay000000029e,ORD0000670,payment,3485.98,69.72,12.55,3403.71,card_credit,2026-01-21,UTR202601210001
STL0000671,pay000000029f,ORD0000671,payment,1200.62,24.01,4.32,1172.29,card_credit,2026-01-06,UTR202601060001
STL0000673,pay00000002a1,ORD0000673,payment,1477.71,29.55,5.32,1442.84,wallet,2026-01-29,UTR202601290001
STL0000674,pay00000002a2,ORD0000674,payment,1271.11,72.96,4.58,1193.57,card_credit,2026-01-14,UTR202601140001
STL0000675,pay00000002a3,ORD0000675,payment,8786.46,175.73,31.63,8579.10,netbanking,2026-01-24,UTR202601240001
STL0000676,pay00000002a4,ORD0000676,payment,5291.89,105.84,19.05,5167.00,upi,2026-01-08,UTR202601080001
STL0000677,pay00000002a5,ORD0000677,payment,4543.34,90.87,16.36,4436.11,card_debit,2026-01-30,UTR202601300001
STL0000678,pay00000002a6,ORD0000678,payment,1825.85,36.52,6.57,1782.76,wallet,2026-01-26,UTR202601260001
STL0000679,pay00000002a7,ORD0000679,payment,3379.77,67.60,12.17,3300.00,card_debit,2026-01-20,UTR202601200001
STL0000680,pay00000002a8,ORD0000680,payment,3600.13,72.00,12.96,3515.17,card_debit,2026-01-11,UTR202601110001
STL0000681,pay00000002a9,ORD0000681,payment,7345.18,146.90,26.44,7171.84,wallet,2026-01-27,UTR202601270001
STL0000682,pay00000002aa,ORD0000682,payment,7469.54,149.39,26.89,7293.26,wallet,2026-01-25,UTR202601250001
STL0000683,pay00000002ab,ORD0000683,payment,7204.64,144.09,25.94,7034.61,card_debit,2026-01-15,UTR202601150001
STL0000684,pay00000002ac,ORD0000684,payment,7285.38,145.71,26.23,7113.44,card_credit,2026-01-22,UTR202601220001
STL0000685,pay00000002ad,ORD0000685,payment,6116.16,122.32,22.02,5971.82,wallet,2026-01-22,UTR202601220001
STL0000686,pay00000002ae,ORD0000686,payment,8889.59,177.79,32.00,8679.80,upi,2026-01-15,UTR202601150001
STL0000687,pay00000002af,ORD0000687,payment,561.42,11.23,2.02,548.17,card_debit,2026-01-24,UTR202601240001
STL0000688,pay00000002b0,ORD0000688,payment,7170.86,143.42,25.82,7001.62,card_credit,2026-01-10,UTR202601100001
STL0000689,pay00000002b1,ORD0000689,payment,5679.60,113.59,20.45,5545.56,upi,2026-01-04,UTR202601040001
STL0000690,pay00000002b2,ORD0000690,payment,7088.40,141.77,25.52,6921.11,wallet,2026-01-27,UTR202601270001
STL0000691,pay00000002b3,ORD0000691,payment,5362.40,107.25,19.31,5235.84,upi,2026-01-29,UTR202601290001
STL0000692,pay00000002b4,ORD0000692,payment,4068.80,81.38,14.65,3972.77,upi,2026-01-15,UTR202601150001
STL0000693,pay00000002b5,ORD0000693,payment,2134.52,42.69,7.68,2084.15,card_credit,2026-01-21,UTR202601210001
STL0000694,pay00000002b6,ORD0000694,payment,5736.67,114.73,20.65,5601.29,card_debit,2026-01-27,UTR202601270001
STL0000695,pay00000002b7,ORD0000695,payment,1865.44,37.31,6.72,1821.41,wallet,2026-01-23,
STL0000696,pay00000002b8,ORD0000696,payment,2931.70,58.63,10.55,2862.52,wallet,2026-01-19,UTR202601190001
STL0000697,pay00000002b9,ORD0000697,payment,64.19,1.28,0.23,62.68,upi,2026-01-12,UTR202601120001
STL0000698,pay00000002ba,ORD0000698,payment,3388.02,67.76,12.20,3308.06,wallet,2026-01-23,UTR202601230001
STL0000699,pay00000002bb,ORD0000699,payment,3162.83,63.26,11.39,3088.18,card_credit,2026-01-19,UTR202601190001
STL0000700,pay00000002bc,ORD0000700,payment,1933.00,38.66,6.96,1887.38,card_debit,2026-01-20,UTR202601200001
STL0000701,pay00000002bd,ORD0000701,payment,5636.23,112.72,20.29,5503.22,card_debit,2026-01-14,UTR202601140001
STL0000702,pay00000002be,ORD0000702,payment,3476.48,69.53,12.52,3394.43,wallet,2026-01-15,UTR202601150001
STL0000703,pay00000002bf,ORD0000703,payment,5891.02,117.82,21.21,5751.99,card_credit,2026-01-30,UTR202601300001
STL0000704,pay00000002c0,ORD0000704,payment,9489.33,189.79,34.16,9265.38,card_credit,2026-01-24,UTR202601240001
STL0000705A,pay00000002c1,ORD0000705,payment,5012.30,100.25,18.05,4894.00,card_credit,2026-01-07,UTR202601070001
STL0000705B,pay00000002c1,ORD0000705,payment,3341.53,66.83,12.03,3262.67,card_credit,2026-01-07,UTR202601070001
STL0000706,pay00000002c2,ORD0000706,payment,8084.21,161.68,29.10,7893.43,netbanking,2026-01-15,UTR202601150001
STL0000707,pay00000002c3,ORD0000707,payment,3113.33,62.27,11.21,3039.85,upi,2026-01-24,UTR202601240001
STL0000708,pay00000002c4,ORD0000708,payment,1760.26,35.21,6.34,1718.71,card_debit,2026-01-26,UTR202601260001
STL0000709,pay00000002c5,ORD0000709,payment,8116.59,162.33,29.22,7925.04,card_debit,2026-01-08,UTR202601080001
STL0000710,pay00000002c6,ORD0000710,payment,7373.79,147.48,26.55,7199.76,card_debit,2026-01-25,UTR202601250001
STL0000710X,,,refund,-29.82,0.00,0.00,-29.82,card_debit,2026-01-25,UTR202601250001
STL0000711,pay00000002c7,ORD0000711,payment,922.72,18.45,3.32,900.95,wallet,2026-01-05,UTR202601050001
STL0000711X,,,chargeback,-174.50,0.00,0.00,-174.50,wallet,2026-01-05,UTR202601050001
STL0000712,pay00000002c8,ORD0000712,payment,4279.33,85.59,15.41,4178.33,netbanking,2026-01-15,UTR202601150001
STL0000713,pay00000002c9,ORD0000713,payment,4089.22,81.78,14.72,3992.72,wallet,2026-01-23,UTR202601230001
STL0000713X,,,refund,-34.82,0.00,0.00,-34.82,wallet,2026-01-23,UTR202601230001
STL0000714,pay00000002ca,ORD0000714,payment,7354.28,147.09,26.48,7180.71,upi,2026-01-06,UTR202601060001
STL0000715,pay00000002cb,ORD0000715,payment,7196.95,143.94,25.91,7027.10,netbanking,2026-01-12,UTR202601120001
STL0000716,pay00000002cc,ORD0000716,payment,6933.18,138.66,24.96,6769.56,card_debit,2026-01-04,UTR202601040001
STL0000717,pay00000002cd,ORD0000717,payment,4104.85,82.10,14.78,4007.97,card_credit,2026-01-27,UTR202601270001
STL0000718,pay00000002ce,ORD0000718,payment,9590.75,191.82,34.53,9364.40,wallet,2026-01-29,UTR202601290001
STL0000719,pay00000002cf,ORD0000719,payment,443.02,8.86,1.59,432.57,upi,2026-01-04,UTR202601040001
STL0000720,pay00000002d0,ORD0000720,payment,7851.45,157.03,28.27,7666.15,wallet,2026-01-26,UTR202601260001
STL0000721,pay00000002d1,ORD0000721,payment,1934.30,38.69,6.96,1888.65,card_debit,2026-01-09,UTR202601090001
STL0000722,pay00000002d2,ORD0000722,payment,5953.49,119.07,21.43,5812.99,upi,2026-01-05,UTR202601050001
STL0000723,pay00000002d3,ORD0000723,payment,711.34,14.23,2.56,694.55,wallet,2026-01-12,UTR202601120001
STL0000724,pay00000002d4,ORD0000724,payment,3474.22,69.48,12.51,3392.23,card_debit,2026-02-01,
STL0000725,pay00000002d5,ORD0000725,payment,3337.22,66.74,12.01,3258.47,card_credit,2026-01-19,UTR202601190001
STL0000726,pay00000002d6,ORD0000726,payment,1602.97,32.06,5.77,1565.14,netbanking,2026-01-21,UTR202601210001
STL0000727,pay00000002d7,ORD0000727,payment,3289.29,65.79,11.84,3211.66,netbanking,2026-01-11,UTR202601110001
STL0000728,pay00000002d8,ORD0000728,payment,3774.48,75.49,13.59,3685.40,netbanking,2026-01-07,UTR202601070001
STL0000729,pay00000002d9,ORD0000729,payment,8129.02,162.58,29.26,7937.18,card_debit,2026-01-11,UTR202601110001
STL0000730,pay00000002da,ORD0000730,payment,864.55,17.29,3.11,844.15,wallet,2026-01-28,UTR202601280001
STL0000731,pay00000002db,ORD0000731,payment,7696.77,153.94,27.71,7515.12,upi,2026-01-22,UTR202601220001
STL0000732,pay00000002dc,ORD0000732,payment,6628.08,132.56,23.86,6471.66,card_debit,2026-01-04,UTR202601040001
STL0000733,pay00000002dd,ORD0000733,payment,5788.88,115.78,20.84,5652.26,card_credit,2026-01-10,UTR202601100001
STL0000734,pay00000002de,ORD0000734,payment,9352.40,187.05,33.67,9131.68,wallet,2026-01-27,UTR202601270001
STL0000735,pay00000002df,ORD0000735,payment,4165.59,83.31,15.00,4067.28,card_debit,2026-01-15,UTR202601150001
STL0000736,pay00000002e0,ORD0000736,payment,8462.18,169.24,30.46,8262.48,card_debit,2026-01-23,UTR202601230001
STL0000737,pay00000002e1,ORD0000737,payment,1883.47,37.67,6.78,1839.02,netbanking,2026-01-22,UTR202601220001
STL0000738,pay00000002e2,ORD0000738,payment,428.83,8.58,1.54,418.71,card_credit,2026-01-09,UTR202601090001
STL0000739,pay00000002e3,ORD0000739,payment,453.87,9.08,1.63,443.16,netbanking,2026-01-24,UTR202601240001
STL0000740,pay00000002e4,ORD0000740,payment,4772.28,95.45,17.18,4659.65,upi,2026-01-04,UTR202601040001
STL0000741,pay00000002e5,ORD0000741,payment,5471.99,109.44,19.70,5342.85,card_credit,2026-01-24,UTR202601240001
STL0000742,pay00000002e6,ORD0000742,payment,5983.56,119.67,21.54,5842.35,card_credit,2026-01-08,UTR202601080001
STL0000743,pay00000002e7,ORD0000743,payment,9423.58,188.47,33.92,9201.19,netbanking,2026-01-29,UTR202601290001
STL0000744,pay00000002e8,ORD0000744,payment,2342.26,46.85,8.43,2286.98,netbanking,2026-01-19,UTR202601190001
STL0000745,pay00000002e9,ORD0000745,payment,9307.67,186.15,33.51,9088.01,netbanking,2026-01-21,UTR202601210001
STL0000746,pay00000002ea,ORD0000746,payment,813.32,16.27,2.93,794.12,card_debit,2026-01-18,UTR202601180001
STL0000747,pay00000002eb,ORD0000747,payment,6317.64,126.35,22.74,6168.55,netbanking,2026-01-24,UTR202601240001
STL0000748,pay00000002ec,ORD0000748,payment,7557.42,151.15,27.21,7379.06,netbanking,2026-01-06,UTR202601060001
STL0000749,pay00000002ed,ORD0000749,payment,1695.78,33.92,6.11,1655.75,upi,2026-01-22,UTR202601220001
STL0000750,pay00000002ee,ORD0000750,payment,6216.21,124.32,22.38,6069.51,upi,2026-01-09,UTR202601090001
STL0000751,pay00000002ef,ORD0000751,payment,1544.99,30.90,5.56,1508.53,wallet,2026-01-03,UTR202601030001
STL0000752,pay00000002f0,ORD0000752,payment,6289.71,125.79,22.64,6141.28,card_credit,2026-01-22,UTR202601220001
STL0000753,pay00000002f1,ORD0000753,payment,2276.14,45.52,8.19,2222.43,card_debit,2026-01-17,UTR202601170001
STL0000754,pay00000002f2,ORD0000754,payment,4312.20,86.24,15.52,4210.44,card_debit,2026-01-23,UTR202601230001
STL0000755,pay00000002f3,ORD0000755,payment,5361.17,107.22,19.30,5234.65,card_credit,2026-01-12,UTR202601120001
STL0000756,pay00000002f4,ORD0000756,payment,6260.10,125.20,22.54,6112.36,netbanking,2026-01-21,UTR202601210001
STL0000757,pay00000002f5,ORD0000757,payment,178.67,3.57,0.64,174.46,netbanking,2026-01-10,UTR202601100001
STL0000758,pay00000002f6,ORD0000758,payment,6354.24,127.08,22.87,6204.29,wallet,2026-01-07,UTR202601070001
STL0000758X,,,chargeback,-334.86,0.00,0.00,-334.86,wallet,2026-01-07,UTR202601070001
STL0000759,pay00000002f7,ORD0000759,payment,7894.30,157.89,28.42,7707.99,card_debit,2026-01-07,UTR202601070001
STL0000760,pay00000002f8,ORD0000760,payment,5659.82,113.20,20.38,5526.24,netbanking,2026-01-30,UTR202601300001
STL0000761,pay00000002f9,ORD0000761,payment,3888.68,77.77,14.00,3796.91,netbanking,2026-01-03,UTR202601030001
STL0000762,pay00000002fa,ORD0000762,payment,4002.55,80.05,14.41,3908.09,card_credit,2026-01-13,UTR202601130001
STL0000763,pay00000002fb,ORD0000763,payment,2443.07,48.86,8.79,2385.42,netbanking,2026-01-06,UTR202601060001
STL0000764,pay00000002fc,ORD0000764,payment,62.35,1.25,0.23,60.87,upi,2026-01-26,UTR202601260001
STL0000765,pay00000002fd,ORD0000765,payment,3937.47,78.75,14.18,3844.54,netbanking,2026-01-23,UTR202601230001
STL0000766,pay00000002fe,ORD0000766,payment,1627.97,32.56,5.86,1589.55,netbanking,2026-01-17,UTR202601170001
STL0000767,pay00000002ff,ORD0000767,payment,6421.03,128.42,23.12,6269.49,netbanking,2026-01-10,UTR202601100001
STL0000768,pay0000000300,ORD0000768,payment,5851.46,117.03,21.07,5713.36,wallet,2026-01-19,UTR202601190001
STL0000769,pay0000000301,ORD0000769,payment,3220.49,64.41,11.59,3144.49,netbanking,2026-01-22,UTR202601220001
STL0000770,pay0000000302,ORD0000770,payment,8970.31,179.41,32.29,8758.61,netbanking,2026-01-23,UTR202601230001
STL0000771,pay0000000303,ORD0000771,payment,9958.55,199.17,35.85,9723.53,netbanking,2026-01-09,UTR202601090001
STL0000772,pay0000000304,ORD0000772,payment,8402.56,168.05,30.25,8204.26,upi,2026-01-20,UTR202601200001
STL0000773,pay0000000305,ORD0000773,payment,8606.08,172.12,30.98,8402.98,netbanking,2026-01-08,UTR202601080001
STL0000774,pay0000000306,ORD0000774,payment,6391.13,127.82,23.01,6240.30,wallet,2026-01-04,UTR202601040001
STL0000775,pay0000000307,ORD0000775,payment,3008.84,60.18,10.83,2937.83,netbanking,2026-01-24,UTR202601240001
STL0000776,pay0000000308,ORD0000776,payment,2120.05,42.40,7.63,2070.02,upi,2026-01-23,UTR202601230001
STL0000777,pay0000000309,ORD0000777,payment,5358.48,107.17,19.29,5232.02,upi,2026-01-18,UTR202601180001
STL0000778,pay000000030a,ORD0000778,payment,6873.37,137.47,24.74,6711.16,netbanking,2026-01-03,UTR202601030001
STL0000779,pay000000030b,ORD0000779,payment,4148.37,82.97,14.93,4050.47,upi,2026-01-14,UTR202601140001
STL0000780,pay000000030c,ORD0000780,payment,5767.89,115.36,20.76,5631.77,card_debit,2026-01-12,UTR202601120001
STL0000781,pay000000030d,ORD0000781,payment,2044.74,40.89,7.36,1996.49,card_credit,2026-01-16,UTR202601160001
STL0000782,pay000000030e,ORD0000782,payment,5313.29,106.27,19.13,5187.89,card_credit,2026-01-06,UTR202601060001
STL0000783,pay000000030f,ORD0000783,payment,8424.45,168.49,30.33,8225.63,wallet,2026-01-20,UTR202601200001
STL0000784,pay0000000310,ORD0000784,payment,4647.76,92.96,16.73,4538.07,card_credit,2026-01-14,UTR202601140001
STL0000785,pay0000000311,ORD0000785,payment,4816.37,96.33,17.34,4702.70,upi,2026-01-25,UTR202601250001
STL0000786,pay0000000312,ORD0000786,payment,2708.43,54.17,9.75,2644.51,card_debit,2026-01-04,UTR202601040001
STL0000787,pay0000000313,ORD0000787,payment,4329.59,86.59,15.59,4227.41,card_credit,2026-01-13,UTR202601130001
STL0000788,pay0000000314,ORD0000788,payment,980.27,19.61,3.53,957.13,card_debit,2026-01-16,UTR202601160001
STL0000789,pay0000000315,ORD0000789,payment,3712.11,74.24,13.36,3624.51,card_debit,2026-01-10,UTR202601100001
STL0000790,pay0000000316,ORD0000790,payment,2098.65,41.97,7.55,2049.13,card_debit,2026-01-10,UTR202601100001
STL0000791,pay0000000317,ORD0000791,payment,8759.98,175.20,31.54,8553.24,upi,2026-01-09,UTR202601090001
STL0000792,pay0000000318,ORD0000792,payment,7091.40,141.83,25.53,6924.04,wallet,2026-01-23,UTR202601230001
STL0000793,pay0000000319,ORD0000793,payment,8897.03,177.94,32.03,8687.06,netbanking,2026-01-18,UTR202601180001
STL0000794,pay000000031a,ORD0000794,payment,9242.82,184.86,33.27,9024.69,wallet,2026-01-20,UTR202601200001
STL0000795,pay000000031b,ORD0000795,payment,2333.81,46.68,8.40,2278.73,netbanking,2026-01-28,UTR202601280001
